Judul,Link,Kategori,Tanggal Upload
"Bantu Donasi untuk Pengobatan Jafar, Bocah dengan Kelainan Usus Langka",https://www.cnnindonesia.com/gaya-hidup/20240610122410-289-1107965/bantu-donasi-untuk-pengobatan-jafar-bocah-dengan-kelainan-usus-langka,Gaya Hidup,3 bulan yang lalu
Syarat Perpanjang SIM Offline dengan BPJS Kesehatan,https://www.cnnindonesia.com/otomotif/20240610095238-579-1107876/syarat-perpanjang-sim-offline-dengan-bpjs-kesehatan,Otomotif,3 bulan yang lalu
INFOGRAFIS: Uji Coba SIM Pakai BPJS Kesehatan Mulai 1 Juli 2024,https://www.cnnindonesia.com/otomotif/20240609020051-582-1107573/infografis-uji-coba-sim-pakai-bpjs-kesehatan-mulai-1-juli-2024,Otomotif,3 bulan yang lalu
Nelangsa Pekerja Kelas Menengah: Gaji Dipotong Tapera tapi Dapat Apa?,https://www.cnnindonesia.com/ekonomi/20240608072703-92-1107366/nelangsa-pekerja-kelas-menengah-gaji-dipotong-tapera-tapi-dapat-apa,Ekonomi,3 bulan yang lalu
Tips Buat Karyawan Cari Penghasilan Tambahan Kala Gaji Banyak Potongan,https://www.cnnindonesia.com/ekonomi/20240607132452-83-1107109/tips-buat-karyawan-cari-penghasilan-tambahan-kala-gaji-banyak-potongan,Ekonomi,3 bulan yang lalu
NIK Jadi Nomor SIM Berlaku 1 Juni 2025,https://www.cnnindonesia.com/otomotif/20240607134111-579-1107119/nik-jadi-nomor-sim-berlaku-1-juni-2025,Otomotif,3 bulan yang lalu
Pemerintah Siapkan Bantuan Hingga Rp400 M Bagi RS yang Belum Siap KRIS,https://www.cnnindonesia.com/ekonomi/20240607050926-78-1106921/pemerintah-siapkan-bantuan-hingga-rp400-m-bagi-rs-yang-belum-siap-kris,Ekonomi,3 bulan yang lalu
"Soal KRIS, BPJS Kesehatan Pastikan Layanan JKN Tak Berubah",https://www.cnnindonesia.com/ekonomi/20240607112103-625-1107031/soal-kris-bpjs-kesehatan-pastikan-layanan-jkn-tak-berubah,Ekonomi,3 bulan yang lalu
DPR Akan Gelar Rapat Khusus soal Tapera: Kalau Bisa Pemerintah Tunda,https://www.cnnindonesia.com/ekonomi/20240607085210-78-1106965/dpr-akan-gelar-rapat-khusus-soal-tapera-kalau-bisa-pemerintah-tunda,Ekonomi,3 bulan yang lalu
Kemenkes Pede KRIS Tak Akan Banyak Kurangi Jumlah Tempat Tidur RS,https://www.cnnindonesia.com/ekonomi/20240607052245-78-1106923/kemenkes-pede-kris-tak-akan-banyak-kurangi-jumlah-tempat-tidur-rs,Ekonomi,3 bulan yang lalu
Dewas BPJS Kesehatan Temukan Sejumlah Hambatan dalam Implementasi KRIS,https://www.cnnindonesia.com/ekonomi/20240607053337-78-1106925/dewas-bpjs-kesehatan-temukan-sejumlah-hambatan-dalam-implementasi-kris,Ekonomi,3 bulan yang lalu
Penyesalan Menteri Basuki soal Tapera,https://www.cnnindonesia.com/ekonomi/20240607060512-78-1106927/penyesalan-menteri-basuki-soal-tapera,Ekonomi,3 bulan yang lalu
Buruh Bakal Gugat Aturan Tapera ke MA dan MK,https://www.cnnindonesia.com/nasional/20240606143149-20-1106682/buruh-bakal-gugat-aturan-tapera-ke-ma-dan-mk,Nasional,3 bulan yang lalu
Daftar Aliansi & Organisasi Buruh Demo Tolak soal Tapera ke Istana,https://www.cnnindonesia.com/nasional/20240606115515-20-1106584/daftar-aliansi-organisasi-buruh-demo-tolak-soal-tapera-ke-istana,Nasional,3 bulan yang lalu
Kemenkes-BPJS Kesehatan Bentuk Pokja Matangkan Penerapan KRIS,https://www.cnnindonesia.com/ekonomi/20240606115435-78-1106581/kemenkes-bpjs-kesehatan-bentuk-pokja-matangkan-penerapan-kris,Ekonomi,3 bulan yang lalu
"Buruh Desak Jokowi Cabut PP Tapera, Ancam Bakal Demo Lebih Besar",https://www.cnnindonesia.com/nasional/20240606124537-20-1106601/buruh-desak-jokowi-cabut-pp-tapera-ancam-bakal-demo-lebih-besar,Nasional,3 bulan yang lalu
"Massa Buruh Mulai Padati Patung Kuda, Demo Tolak Tapera",https://www.cnnindonesia.com/nasional/20240606113535-20-1106570/massa-buruh-mulai-padati-patung-kuda-demo-tolak-tapera,Nasional,3 bulan yang lalu
"Demo Buruh Tolak Tapera, Polisi Tutup Akses ke Istana dengan Beton",https://www.cnnindonesia.com/nasional/20240606094247-20-1106517/demo-buruh-tolak-tapera-polisi-tutup-akses-ke-istana-dengan-beton,Nasional,3 bulan yang lalu
1.416 Aparat Gabungan Jaga Demo Buruh di Depan Istana Hari ini,https://www.cnnindonesia.com/nasional/20240606082812-20-1106501/1416-aparat-gabungan-jaga-demo-buruh-di-depan-istana-hari-ini,Nasional,3 bulan yang lalu
Ribuan Buruh Bakal Demo Tolak Tapera di Istana Jakarta Besok,https://www.cnnindonesia.com/nasional/20240605205152-20-1106401/ribuan-buruh-bakal-demo-tolak-tapera-di-istana-jakarta-besok,Nasional,3 bulan yang lalu
VIDEO: Esensi BPJS Kesehatan Jadi Syarat Pembuatan SIM,https://www.cnnindonesia.com/tv/20240605144623-405-1106244/video-esensi-bpjs-kesehatan-jadi-syarat-pembuatan-sim,TV,3 bulan yang lalu
Korlantas Jelaskan Tahapan Proses Pembuatan SIM dengan BPJS,https://www.cnnindonesia.com/otomotif/20240605132741-579-1106177/korlantas-jelaskan-tahapan-proses-pembuatan-sim-dengan-bpjs,Otomotif,3 bulan yang lalu
VIDEO: Syarat Buat SIM Wajib Punya BPJS Kesehatan,https://www.cnnindonesia.com/tv/20240605111441-400-1106078/video-syarat-buat-sim-wajib-punya-bpjs-kesehatan,TV,3 bulan yang lalu
"Jadi Syarat Buat SIM, Korban Lakalantas Ditanggung BPJS Kesehatan?",https://www.cnnindonesia.com/otomotif/20240605085736-579-1106018/jadi-syarat-buat-sim-korban-lakalantas-ditanggung-bpjs-kesehatan,Otomotif,3 bulan yang lalu
Bisakah Iuran BPJS Kesehatan Dicairkan oleh Peserta Tak Pernah Sakit?,https://www.cnnindonesia.com/ekonomi/20240604205129-78-1105906/bisakah-iuran-bpjs-kesehatan-dicairkan-oleh-peserta-tak-pernah-sakit,Ekonomi,3 bulan yang lalu
VIDEO: Syarat Buat SIM Wajib Punya BPJS Kesehatan,https://www.cnnindonesia.com/tv/20240604173424-407-1105814/video-syarat-buat-sim-wajib-punya-bpjs-kesehatan,TV,3 bulan yang lalu
Warga Endus Urus SIM Makin Ribet Pakai BPJS Kesehatan,https://www.cnnindonesia.com/otomotif/20240604170353-579-1105804/warga-endus-urus-sim-makin-ribet-pakai-bpjs-kesehatan,Otomotif,3 bulan yang lalu
35.422 Pekerja Rentan di Makassar Jadi Peserta BPJS Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20240604154255-625-1105764/35422-pekerja-rentan-di-makassar-jadi-peserta-bpjs-ketenagakerjaan,Ekonomi,3 bulan yang lalu
"Selain BPJS Kesehatan, Berikut Dokumen Dibutuhkan untuk Perpanjang SIM",https://www.cnnindonesia.com/otomotif/20240604144248-579-1105711/selain-bpjs-kesehatan-berikut-dokumen-dibutuhkan-untuk-perpanjang-sim,Otomotif,3 bulan yang lalu
GEBRAK Serukan Buruh Seluruh Daerah Lawan Tapera Pemerintah,https://www.cnnindonesia.com/nasional/20240604142921-20-1105703/gebrak-serukan-buruh-seluruh-daerah-lawan-tapera-pemerintah,Nasional,3 bulan yang lalu
"Bikin SIM Wajib BPJS Kesehatan Baru Tahap Uji Coba, Berikut Wilayahnya",https://www.cnnindonesia.com/otomotif/20240604102428-579-1105542/bikin-sim-wajib-bpjs-kesehatan-baru-tahap-uji-coba-berikut-wilayahnya,Otomotif,3 bulan yang lalu
Bikin dan Perpanjang SIM Harus Punya BPJS Kesehatan per 1 Juli,https://www.cnnindonesia.com/otomotif/20240604072235-579-1105460/bikin-dan-perpanjang-sim-harus-punya-bpjs-kesehatan-per-1-juli,Otomotif,3 bulan yang lalu
"BPJS Kesehatan Syarat Buat SIM, Warga Enggak Terdaftar Diminta Pulang?",https://www.cnnindonesia.com/otomotif/20240603180033-579-1105332/bpjs-kesehatan-syarat-buat-sim-warga-enggak-terdaftar-diminta-pulang,Otomotif,3 bulan yang lalu
BPJS Kesehatan Dukung Uji Coba Kepesertaan JKN Jadi Syarat Urus SIM,https://www.cnnindonesia.com/ekonomi/20240603161035-625-1105296/bpjs-kesehatan-dukung-uji-coba-kepesertaan-jkn-jadi-syarat-urus-sim,Ekonomi,3 bulan yang lalu
"Sah, Bikin SIM Wajib Punya BPJS Kesehatan Mulai 1 Juli",https://www.cnnindonesia.com/otomotif/20240603162602-579-1105271/sah-bikin-sim-wajib-punya-bpjs-kesehatan-mulai-1-juli,Otomotif,3 bulan yang lalu
Media Asing Soroti Polemik Program Tapera yang Diatur PP Jokowi,https://www.cnnindonesia.com/internasional/20240603152103-106-1105233/media-asing-soroti-polemik-program-tapera-yang-diatur-pp-jokowi,Internasional,3 bulan yang lalu
Potensi Pertarungan Perempuan di Pilwalkot Bandung,https://www.cnnindonesia.com/nasional/20240603141118-617-1105174/potensi-pertarungan-perempuan-di-pilwalkot-bandung,Nasional,3 bulan yang lalu
6 Alasan Buruh Turun ke Jalan Tuntut Jokowi Batalkan Iuran Tapera,https://www.cnnindonesia.com/nasional/20240602154311-20-1104876/6-alasan-buruh-turun-ke-jalan-tuntut-jokowi-batalkan-iuran-tapera,Nasional,3 bulan yang lalu
"Ribuan Buruh Bakal Demo di Istana, Tolak Kebijakan Iuran Tapera",https://www.cnnindonesia.com/nasional/20240602142025-20-1104855/ribuan-buruh-bakal-demo-di-istana-tolak-kebijakan-iuran-tapera,Nasional,3 bulan yang lalu
Partai Buruh Ungkap 6 Alasan PP Tapera Jokowi Layak Dicabut,https://www.cnnindonesia.com/nasional/20240601194424-32-1104713/partai-buruh-ungkap-6-alasan-pp-tapera-jokowi-layak-dicabut,Nasional,3 bulan yang lalu
Alasan Pengusaha Keberatan Dikenakan Simpanan Wajib Tapera,https://www.cnnindonesia.com/ekonomi/20240531193130-92-1104431/alasan-pengusaha-keberatan-dikenakan-simpanan-wajib-tapera,Ekonomi,3 bulan yang lalu
Pengusaha Usul Ada Kementerian Perumahan untuk Urus Tapera,https://www.cnnindonesia.com/ekonomi/20240531142448-92-1104249/pengusaha-usul-ada-kementerian-perumahan-untuk-urus-tapera,Ekonomi,3 bulan yang lalu
"VIDEO: Tolak Iuran Tapera, Bos Apindo: Namanya Tabungan Sukarela Aja",https://www.cnnindonesia.com/tv/20240531184628-407-1104416/video-tolak-iuran-tapera-bos-apindo-namanya-tabungan-sukarela-aja,TV,3 bulan yang lalu
"SIM Indonesia Diakui di Luar Negeri, Mana Saja?",https://www.cnnindonesia.com/otomotif/20240531142912-579-1104250/sim-indonesia-diakui-di-luar-negeri-mana-saja,Otomotif,3 bulan yang lalu
BPJS Ketenagakerjaan Apresiasi Upaya Pemkab Badung Lindungi Pekerja,https://www.cnnindonesia.com/ekonomi/20240531125042-625-1104193/bpjs-ketenagakerjaan-apresiasi-upaya-pemkab-badung-lindungi-pekerja,Ekonomi,3 bulan yang lalu
Buruh Bali soal Gaji Dipotong Buat Tapera: 25 Tahun Bisa Untuk Apa?,https://www.cnnindonesia.com/ekonomi/20240530151031-92-1103831/buruh-bali-soal-gaji-dipotong-buat-tapera-25-tahun-bisa-untuk-apa,Ekonomi,3 bulan yang lalu
Seberapa Ampuh Tapera Bantu Pekerja Punya Rumah?,https://www.cnnindonesia.com/ekonomi/20240531064041-92-1104029/seberapa-ampuh-tapera-bantu-pekerja-punya-rumah,Ekonomi,3 bulan yang lalu
PDIP Minta Jokowi Setop Tapera: Jangan Rakyat Kecil Biayai Hal Besar,https://www.cnnindonesia.com/nasional/20240530092922-32-1103621/pdip-minta-jokowi-setop-tapera-jangan-rakyat-kecil-biayai-hal-besar,Nasional,3 bulan yang lalu
Daftar Potongan Gaji Pekerja Selain Tapera,https://www.cnnindonesia.com/ekonomi/20240530040524-78-1103570/daftar-potongan-gaji-pekerja-selain-tapera,Ekonomi,3 bulan yang lalu
VIDEO: Bos BPJS Ungkap Bukti Masyarakat Puas dengan Layanan JKN,https://www.cnnindonesia.com/ekonomi/20240528170942-82-1102958/video-bos-bpjs-ungkap-bukti-masyarakat-puas-dengan-layanan-jkn,Ekonomi,3 bulan yang lalu
VIDEO: Bos BPJS Kesehatan Blak-blakan Dampak KRIS ke Iuran Peserta,https://www.cnnindonesia.com/ekonomi/20240528170120-82-1102950/video-bos-bpjs-kesehatan-blak-blakan-dampak-kris-ke-iuran-peserta,Ekonomi,3 bulan yang lalu
"Menghitung Penurunan Gaji Bila Dipotong 2,5 Persen untuk Tapera",https://www.cnnindonesia.com/ekonomi/20240529120105-92-1103274/menghitung-penurunan-gaji-bila-dipotong-25-persen-untuk-tapera,Ekonomi,3 bulan yang lalu
"Jokowi Geram Ada 27 Ribu Aplikasi Pemerintah, Pakar Sorot Ego Sektoral",https://www.cnnindonesia.com/teknologi/20240529092808-185-1103162/jokowi-geram-ada-27-ribu-aplikasi-pemerintah-pakar-sorot-ego-sektoral,Teknologi,3 bulan yang lalu
"Merasa 'Dikepung' Potongan Upah, Buruh Jabar Protes Tapera",https://www.cnnindonesia.com/nasional/20240529084627-20-1103148/merasa-dikepung-potongan-upah-buruh-jabar-protes-tapera,Nasional,3 bulan yang lalu
Kapan Harus Urus Ganti Nomor SIM Jadi Pakai NIK?,https://www.cnnindonesia.com/otomotif/20240529083544-579-1103147/kapan-harus-urus-ganti-nomor-sim-jadi-pakai-nik,Otomotif,3 bulan yang lalu
Saat Buruh-Pengusaha Satu Suara Kritik Tapera,https://www.cnnindonesia.com/ekonomi/20240529071917-92-1103131/saat-buruh-pengusaha-satu-suara-kritik-tapera,Ekonomi,3 bulan yang lalu
"Semua Lagi Susah Payah, Perlukah Tapera Dilanjutkan?",https://www.cnnindonesia.com/ekonomi/20240529064923-92-1103127/semua-lagi-susah-payah-perlukah-tapera-dilanjutkan,Ekonomi,3 bulan yang lalu
Bos BPJS Ungkap Bukti Masyarakat 'Cinta'-Puas dengan BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20240528121956-78-1102774/bos-bpjs-ungkap-bukti-masyarakat-cinta-puas-dengan-bpjs-kesehatan,Ekonomi,3 bulan yang lalu
PDIP Kritik Tapera Potong Gaji Karyawan: Untuk Sehari-hari Saja Sulit,https://www.cnnindonesia.com/nasional/20240528172819-32-1102981/pdip-kritik-tapera-potong-gaji-karyawan-untuk-sehari-hari-saja-sulit,Nasional,3 bulan yang lalu
Disdukcapil DKI Nonaktifkan 213.831 NIK Warga yang Tak Sesuai Domisili,https://www.cnnindonesia.com/nasional/20240528170807-25-1102957/disdukcapil-dki-nonaktifkan-213831-nik-warga-yang-tak-sesuai-domisili,Nasional,3 bulan yang lalu
Blak-blakan Bos BPJS soal Dampak KRIS ke Iuran BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20240528122358-78-1102777/blak-blakan-bos-bpjs-soal-dampak-kris-ke-iuran-bpjs-kesehatan,Ekonomi,3 bulan yang lalu
Buruh Kritik Pemotongan Gaji Pekerja untuk Tapera,https://www.cnnindonesia.com/nasional/20240528155725-20-1102912/buruh-kritik-pemotongan-gaji-pekerja-untuk-tapera,Nasional,3 bulan yang lalu
Pengusaha Tolak Aturan Tapera,https://www.cnnindonesia.com/ekonomi/20240528154013-92-1102904/pengusaha-tolak-aturan-tapera,Ekonomi,3 bulan yang lalu
"VIDEO: Suara Jokowi Soal Gaji Pekerja Dipotong 2,5 Persen buat Tapera",https://www.cnnindonesia.com/ekonomi/20240528150943-536-1102893/video-suara-jokowi-soal-gaji-pekerja-dipotong-25-persen-buat-tapera,Ekonomi,3 bulan yang lalu
"Diluncurkan Jokowi, Apa Sebenarnya INA Digital?",https://www.cnnindonesia.com/teknologi/20240527180115-185-1102555/diluncurkan-jokowi-apa-sebenarnya-ina-digital,Teknologi,3 bulan yang lalu
Jokowi Bersuara soal Gaji Buruh Dipotong untuk Tapera Tiap Tanggal 10,https://www.cnnindonesia.com/ekonomi/20240527193840-532-1102581/jokowi-bersuara-soal-gaji-buruh-dipotong-untuk-tapera-tiap-tanggal-10,Ekonomi,3 bulan yang lalu
"Geram Jokowi Instansi Pemerintah Punya 27 Ribu Aplikasi Sedot Rp6,2 T",https://www.cnnindonesia.com/ekonomi/20240527151954-532-1102449/geram-jokowi-instansi-pemerintah-punya-27-ribu-aplikasi-sedot-rp62-t,Ekonomi,3 bulan yang lalu
"Jokowi Geram Rp6,2 T Habis Buat Ribuan Aplikasi: Orientasinya Proyek",https://www.cnnindonesia.com/ekonomi/20240527112926-532-1102338/jokowi-geram-rp62-t-habis-buat-ribuan-aplikasi-orientasinya-proyek,Ekonomi,3 bulan yang lalu
Jokowi Luncurkan Super Apps INA Digital: Setop Bikin Aplikasi Baru,https://www.cnnindonesia.com/teknologi/20240527104812-185-1102295/jokowi-luncurkan-super-apps-ina-digital-setop-bikin-aplikasi-baru,Teknologi,3 bulan yang lalu
PODCAST: Bos BPJS Blak-blakan Bab Hapus Kelas-KRIS Usai Perpres Jokowi,https://www.cnnindonesia.com/ekonomi/20240527061841-78-1102217/podcast-bos-bpjs-blak-blakan-bab-hapus-kelas-kris-usai-perpres-jokowi,Ekonomi,3 bulan yang lalu
"NIK di KTP Bakal Dipakai Jadi Nomor SIM, Kapan Berlaku?",https://www.cnnindonesia.com/otomotif/20240526213437-579-1102180/nik-di-ktp-bakal-dipakai-jadi-nomor-sim-kapan-berlaku,Otomotif,3 bulan yang lalu
"Hindari Data Ganda, Korlantas Polri Ingin Pakai NIK Jadi Nomor SIM",https://www.cnnindonesia.com/otomotif/20240526122327-579-1102065/hindari-data-ganda-korlantas-polri-ingin-pakai-nik-jadi-nomor-sim,Otomotif,3 bulan yang lalu
BPJS Kesehatan Respons Curhat Ikang Fawzi Antre Layanan Berjam-jam,https://www.cnnindonesia.com/ekonomi/20240526105045-532-1102039/bpjs-kesehatan-respons-curhat-ikang-fawzi-antre-layanan-berjam-jam,Ekonomi,3 bulan yang lalu
Kisah AgenBRILink Dekatkan Akses Perbankan ke Warga Sumbawa Besar,https://www.cnnindonesia.com/ekonomi/20240525170129-625-1101908/kisah-agenbrilink-dekatkan-akses-perbankan-ke-warga-sumbawa-besar,Ekonomi,3 bulan yang lalu
Bisakah Dana di BPJS Ketenagakerjaan Langsung Dicairkan Usai Resign?,https://www.cnnindonesia.com/ekonomi/20240523092242-78-1101199/bisakah-dana-di-bpjs-ketenagakerjaan-langsung-dicairkan-usai-resign,Ekonomi,4 bulan yang lalu
Daftar Beda KRIS dengan Sistem Kelas BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20240522140353-78-1100927/daftar-beda-kris-dengan-sistem-kelas-bpjs-kesehatan,Ekonomi,4 bulan yang lalu
"Melihat Beda Iuran BPJS Peserta Mandiri, Karyawan, hingga PNS",https://www.cnnindonesia.com/ekonomi/20240522200906-92-1101113/melihat-beda-iuran-bpjs-peserta-mandiri-karyawan-hingga-pns,Ekonomi,4 bulan yang lalu
"Menkes soal Iuran BPJS saat KRIS Berlaku: 1 Tetap, 2-3 Terpengaruh",https://www.cnnindonesia.com/ekonomi/20240521121445-532-1100320/menkes-soal-iuran-bpjs-saat-kris-berlaku-1-tetap-2-3-terpengaruh,Ekonomi,4 bulan yang lalu
Anggota DPR Sangsi Pemerintah Siap Terapkan KRIS BPJS 2025,https://www.cnnindonesia.com/ekonomi/20240521165317-78-1100514/anggota-dpr-sangsi-pemerintah-siap-terapkan-kris-bpjs-2025,Ekonomi,4 bulan yang lalu
"VIDEO: Mengenal KRIS, Layanan BPJS yang Berlaku Juni 2025",https://www.cnnindonesia.com/tv/20240521125732-402-1100349/video-mengenal-kris-layanan-bpjs-yang-berlaku-juni-2025,TV,4 bulan yang lalu
Iuran BPJS Kesehatan Juni Tetap Pakai Sistem Kelas,https://www.cnnindonesia.com/ekonomi/20240520193210-78-1100090/iuran-bpjs-kesehatan-juni-tetap-pakai-sistem-kelas,Ekonomi,4 bulan yang lalu
Menaker Sebut Hanya 50 Persen Pekerja yang Peserta BPJS Aktif,https://www.cnnindonesia.com/ekonomi/20240520161457-92-1099992/menaker-sebut-hanya-50-persen-pekerja-yang-peserta-bpjs-aktif,Ekonomi,4 bulan yang lalu
VIDEO: Kesiapan Rumah Sakit Jelang Penerapan KRIS.,https://www.cnnindonesia.com/tv/20240519200150-407-1099624/video-kesiapan-rumah-sakit-jelang-penerapan-kris,TV,4 bulan yang lalu
"Mengenal KRIS, Standarisasi Layanan BPJS yang Berlaku 30 Juni 2025",https://www.cnnindonesia.com/ekonomi/20240518172131-82-1099344/mengenal-kris-standarisasi-layanan-bpjs-yang-berlaku-30-juni-2025,Ekonomi,4 bulan yang lalu
VIDEO: Dampak Penghapusan Kelas BPJS Kesehatan,https://www.cnnindonesia.com/tv/20240517211155-404-1099175/video-dampak-penghapusan-kelas-bpjs-kesehatan,TV,4 bulan yang lalu
"7 Alat Kesehatan yang Ditanggung BPJS Kesehatan, Bisa Dipakai Gratis",https://www.cnnindonesia.com/edukasi/20240515131533-561-1097906/7-alat-kesehatan-yang-ditanggung-bpjs-kesehatan-bisa-dipakai-gratis,Edukasi,4 bulan yang lalu
"Dirut BPJS Rilis 2 Buku Baru, Ungkap Kisah Sukses JKN dari Balik Layar",https://www.cnnindonesia.com/ekonomi/20240517205659-625-1099163/dirut-bpjs-rilis-2-buku-baru-ungkap-kisah-sukses-jkn-dari-balik-layar,Ekonomi,4 bulan yang lalu
Bos BPJS Kesehatan soal Tarif Tunggal Iuran: Gotong Royongnya di Mana?,https://www.cnnindonesia.com/ekonomi/20240517195056-78-1099146/bos-bpjs-kesehatan-soal-tarif-tunggal-iuran-gotong-royongnya-di-mana,Ekonomi,4 bulan yang lalu
Ahok Buka-bukaan Cara Agar Semua Warga Bisa Terlayani BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20240517144759-532-1098967/ahok-buka-bukaan-cara-agar-semua-warga-bisa-terlayani-bpjs-kesehatan,Ekonomi,4 bulan yang lalu
Bos BPJS Kesehatan Bersuara soal Peluang Iuran Peserta Naik Imbas KRIS,https://www.cnnindonesia.com/ekonomi/20240517184640-78-1099121/bos-bpjs-kesehatan-bersuara-soal-peluang-iuran-peserta-naik-imbas-kris,Ekonomi,4 bulan yang lalu
DJSN Bantah Iuran BPJS Kesehatan Jadi Tarif Tunggal Usai KRIS Berlaku,https://www.cnnindonesia.com/ekonomi/20240517175518-78-1099107/djsn-bantah-iuran-bpjs-kesehatan-jadi-tarif-tunggal-usai-kris-berlaku,Ekonomi,4 bulan yang lalu
"Jalan 10 Tahun, Jumlah Peserta BPJS Kesehatan Tembus 271 Juta",https://www.cnnindonesia.com/ekonomi/20240517172531-78-1099095/jalan-10-tahun-jumlah-peserta-bpjs-kesehatan-tembus-271-juta,Ekonomi,4 bulan yang lalu
VIDEO: Iuran Baru BPJS Kesehatan Segera Diumumkan,https://www.cnnindonesia.com/tv/20240517105205-402-1098824/video-iuran-baru-bpjs-kesehatan-segera-diumumkan,TV,4 bulan yang lalu
Iuran BPJS Kesehatan Bakal Jadi Tarif Tunggal usai KRIS Berlaku,https://www.cnnindonesia.com/ekonomi/20240517101548-78-1098795/iuran-bpjs-kesehatan-bakal-jadi-tarif-tunggal-usai-kris-berlaku,Ekonomi,4 bulan yang lalu
INFOGRAFIS: Poin Penting Aturan Baru Jokowi soal Kelas BPJS Jadi KRIS,https://www.cnnindonesia.com/ekonomi/20240516205322-535-1098681/infografis-poin-penting-aturan-baru-jokowi-soal-kelas-bpjs-jadi-kris,Ekonomi,4 bulan yang lalu
Cara dan Syarat Scaling Gigi Pakai BPJS Kesehatan,https://www.cnnindonesia.com/edukasi/20240515102502-561-1097803/cara-dan-syarat-scaling-gigi-pakai-bpjs-kesehatan,Edukasi,4 bulan yang lalu
Dilema Peserta Kelas 3 BPJS: Bersyukur Ada KRIS Tapi Emoh Iuran Naik,https://www.cnnindonesia.com/ekonomi/20240516203359-78-1098672/dilema-peserta-kelas-3-bpjs-bersyukur-ada-kris-tapi-emoh-iuran-naik,Ekonomi,4 bulan yang lalu
VIDEO: Menkes Sebut Iuran Baru BPJS Segera Diumumkan,https://www.cnnindonesia.com/tv/20240516191628-407-1098636/video-menkes-sebut-iuran-baru-bpjs-segera-diumumkan,TV,4 bulan yang lalu
"Menkes Ungkap Iuran BPJS Kesehatan: Arahnya Jadi Satu, Tapi Bertahap",https://www.cnnindonesia.com/nasional/20240516200858-20-1098661/menkes-ungkap-iuran-bpjs-kesehatan-arahnya-jadi-satu-tapi-bertahap,Nasional,4 bulan yang lalu
"Pj Gubernur Aceh Terbitkan Qanun, Wajibkan Jaminan Sosial Pekerja",https://www.cnnindonesia.com/ekonomi/20240516191130-625-1098634/pj-gubernur-aceh-terbitkan-qanun-wajibkan-jaminan-sosial-pekerja,Ekonomi,4 bulan yang lalu
