Judul;Link;Tanggal
BPJS Naik, Suhendra: Jangan pojokkan Jokowi;https://www.antaranews.com/berita/1492680/bpjs-naik-suhendra-jangan-pojokkan-jokowi;14 Mei 2020
SPSI minta kenaikan iuran BPJS Kesehatan ditunda;https://www.antaranews.com/berita/1492356/spsi-minta-kenaikan-iuran-bpjs-kesehatan-ditunda;14 Mei 2020
Kemenkeu : Iuran BPJS naik sudah pertimbangkan putusan MA;https://www.antaranews.com/video/1492124/kemenkeu-iuran-bpjs-naik-sudah-pertimbangkan-putusan-ma;14 Mei 2020
Bamsoet minta pemerintah kaji ulang rencana kenaikan iuran BPJS;https://www.antaranews.com/berita/1492200/bamsoet-minta-pemerintah-kaji-ulang-rencana-kenaikan-iuran-bpjs;14 Mei 2020
Istana jawab kritik soal kenaikan iuran BPJS;https://www.antaranews.com/berita/1492080/istana-jawab-kritik-soal-kenaikan-iuran-bpjs;14 Mei 2020
Anggota DPR tetap tolak kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/berita/1491792/anggota-dpr-tetap-tolak-kenaikan-iuran-bpjs-kesehatan;14 Mei 2020
Kemenkeu prediksi defisit BPJS Kesehatan bakal mengecil tahun ini;https://www.antaranews.com/berita/1491484/kemenkeu-prediksi-defisit-bpjs-kesehatan-bakal-mengecil-tahun-ini;14 Mei 2020
Kemenkeu tegaskan kenaikan iuran BPJS telah pertimbangkan putusan MA;https://www.antaranews.com/berita/1491108/kemenkeu-tegaskan-kenaikan-iuran-bpjs-telah-pertimbangkan-putusan-ma;14 Mei 2020
Kemarin, Presiden curigai permainan harga gula hingga BPJS naik;https://www.antaranews.com/berita/1490784/kemarin-presiden-curigai-permainan-harga-gula-hingga-bpjs-naik;14 Mei 2020
Iuran BPJS Kesehatan naik per Juli, sebagian disubsidi pemerintah;https://www.antaranews.com/berita/1489848/iuran-bpjs-kesehatan-naik-per-juli-sebagian-disubsidi-pemerintah;13 Mei 2020
Menko Airlangga : BPJS Kesehatan masih butuh subsidi pemerintah;https://www.antaranews.com/berita/1489260/menko-airlangga-bpjs-kesehatan-masih-butuh-subsidi-pemerintah;13 Mei 2020
Iuran BPJS Kesehatan naik bertahap mulai Juli 2020;https://www.antaranews.com/video/1489224/iuran-bpjs-kesehatan-naik-bertahap-mulai-juli-2020;13 Mei 2020
Menko Perekonomian: Kenaikan iuran demi keberlanjutan BPJS Kesehatan;https://www.antaranews.com/berita/1489100/menko-perekonomian-kenaikan-iuran-demi-keberlanjutan-bpjs-kesehatan;13 Mei 2020
BPJS siapkan mekanisme pengembalian kelebihan iuran;https://www.antaranews.com/video/1442332/bpjs-siapkan-mekanisme-pengembalian-kelebihan-iuran;24 April 2020
Ombudsman: Iuran BPJS Kesehatan belum turun potensi maladministrasi;https://www.antaranews.com/berita/1425997/ombudsman-iuran-bpjs-kesehatan-belum-turun-potensi-maladministrasi;16 April 2020
BPJS Kesehatan verifikasi klaim perawatan COVID-19 sejak 28 Januari;https://www.antaranews.com/berita/1423909/bpjs-kesehatan-verifikasi-klaim-perawatan-covid-19-sejak-28-januari;16 April 2020
Layanan tanpa kontak fisik diterapkan BPJS Kesehatan Purwokerto;https://www.antaranews.com/berita/1410518/layanan-tanpa-kontak-fisik-diterapkan-bpjs-kesehatan-purwokerto;8 April 2020
BPJS Kesehatan tunggu Pemerintah ubah Perpres 75/2019;https://www.antaranews.com/berita/1405194/bpjs-kesehatan-tunggu-pemerintah-ubah-perpres-75-2019;6 April 2020
Anies minta BPJS Kesehatan lunasi tunggakan tagihan RS swasta;https://www.antaranews.com/berita/1399138/anies-minta-bpjs-kesehatan-lunasi-tunggakan-tagihan-rs-swasta;2 April 2020
Wapres minta BPJS segera lunasi tunggakan pembayaran RS swasta;https://www.antaranews.com/berita/1398902/wapres-minta-bpjs-segera-lunasi-tunggakan-pembayaran-rs-swasta;2 April 2020
Pemerintah masih susun landasan hukum baru untuk iuran BPJS Kesehatan;https://www.antaranews.com/berita/1377766/pemerintah-masih-susun-landasan-hukum-baru-untuk-iuran-bpjs-kesehatan;24 Maret 2020
KPK beri rekomendasi Menkes atasi defisit BPJS Kesehatan;https://www.antaranews.com/berita/1355078/kpk-beri-rekomendasi-menkes-atasi-defisit-bpjs-kesehatan;13 Maret 2020
Ada tujuh lembaga yang mengawasi kami, kata Dirut BPJS Kesehatan;https://www.antaranews.com/berita/1349422/ada-tujuh-lembaga-yang-mengawasi-kami-kata-dirut-bpjs-kesehatan;11 Maret 2020
Malang jadi percontohan penerapan sistem antrean online BPJS Kesehatan;https://www.antaranews.com/berita/1349134/malang-jadi-percontohan-penerapan-sistem-antrean-online-bpjs-kesehatan;11 Maret 2020
BPJS Kesehatan siap patuhi putusan Mahkamah Agung;https://www.antaranews.com/berita/1348926/bpjs-kesehatan-siap-patuhi-putusan-mahkamah-agung;11 Maret 2020
YLKI minta BPJS Kesehatan tak kurangi layanan pascaputusan MA;https://www.antaranews.com/berita/1348434/ylki-minta-bpjs-kesehatan-tak-kurangi-layanan-pascaputusan-ma;11 Maret 2020
Pedagang kopi di Surabaya tasyakuran pembatalan kenaikan iuran BPJS;https://www.antaranews.com/berita/1346978/pedagang-kopi-di-surabaya-tasyakuran-pembatalan-kenaikan-iuran-bpjs;10 Maret 2020
Ketua MPR apresiasi Putusan MA batalkan kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/berita/1346662/ketua-mpr-apresiasi-putusan-ma-batalkan-kenaikan-iuran-bpjs-kesehatan;10 Maret 2020
DPR minta semua pihak laksanakan Putusan MA terkait iuran BPJS;https://www.antaranews.com/berita/1346202/dpr-minta-semua-pihak-laksanakan-putusan-ma-terkait-iuran-bpjs;10 Maret 2020
FPKS: Putusan MA terkait iuran BPJS penuhi rasa keadilan;https://www.antaranews.com/berita/1345998/fpks-putusan-ma-terkait-iuran-bpjs-penuhi-rasa-keadilan;10 Maret 2020
MA batalkan kenaikan iuran BPJS, Mahfud: Final;https://www.antaranews.com/berita/1345514/ma-batalkan-kenaikan-iuran-bpjs-mahfud-final;9 Maret 2020
"Legislator: Jangan ada ""rumus"" lain menaikkan iuran BPJS Kesehatan";https://www.antaranews.com/berita/1345350/legislator-jangan-ada-rumus-lain-menaikkan-iuran-bpjs-kesehatan;9 Maret 2020
Pemerintah diminta laksanakan putusan MA soal iuran BPJS Kesehatan;https://www.antaranews.com/berita/1345282/pemerintah-diminta-laksanakan-putusan-ma-soal-iuran-bpjs-kesehatan;9 Maret 2020
MA batalkan kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/foto/1345218/ma-batalkan-kenaikan-iuran-bpjs-kesehatan;9 Maret 2020
MA batalkan kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/berita/1344882/ma-batalkan-kenaikan-iuran-bpjs-kesehatan;9 Maret 2020
"Menkeu: dampak pembatalan kenaikan iuran BPJS akan ""direview""";https://www.antaranews.com/berita/1344842/menkeu-dampak-pembatalan-kenaikan-iuran-bpjs-akan-direview;9 Maret 2020
BPJS Kesehatan berikan perhatian khusus penanganan corona di Medan;https://www.antaranews.com/berita/1342790/bpjs-kesehatan-berikan-perhatian-khusus-penanganan-corona-di-medan;8 Maret 2020
Penderita COVID-19 tidak ditanggung BPJS Kesehatan? Ini faktanya;https://www.antaranews.com/berita/1336102/penderita-covid-19-tidak-ditanggung-bpjs-kesehatan-ini-faktanya;4 Maret 2020
21 orang belum terdaftar BPJS Kesehatan di Kepulauan Seribu;https://www.antaranews.com/berita/1311994/21-orang-belum-terdaftar-bpjs-kesehatan-di-kepulauan-seribu;21 Februari 2020
BPJS Kesehatan gandeng Kejati tagih tunggakan di Papua Barat;https://www.antaranews.com/berita/1308798/bpjs-kesehatan-gandeng-kejati-tagih-tunggakan-di-papua-barat;20 Februari 2020
Ini solusi Mensos supaya 19,9 juta peserta BPJS PBPU-BP layak jadi PBI;https://www.antaranews.com/berita/1304314/ini-solusi-mensos-supaya-199-juta-peserta-bpjs-pbpu-bp-layak-jadi-pbi;18 Februari 2020
Pemerintah naikkan target penerimaan BPJS Kesehatan dari iuran peserta;https://www.antaranews.com/berita/1303902/pemerintah-naikkan-target-penerimaan-bpjs-kesehatan-dari-iuran-peserta;18 Februari 2020
Menkeu: Iuran PBI BPJS Kesehatan sudah naik sejak Agustus 2019;https://www.antaranews.com/berita/1303746/menkeu-iuran-pbi-bpjs-kesehatan-sudah-naik-sejak-agustus-2019;18 Februari 2020
Pemerintah dan DPR bahas solusi masalah BPJS Kesehatan;https://www.antaranews.com/berita/1303410/pemerintah-dan-dpr-bahas-solusi-masalah-bpjs-kesehatan;18 Februari 2020
Sumsel jamin kepesertaan BPJS Kesehatan warga tak mampu;https://www.antaranews.com/berita/1301874/sumsel-jamin-kepesertaan-bpjs-kesehatan-warga-tak-mampu;17 Februari 2020
Dirut BPJS Kesehatan pastikan pelayanan kesehatan maksimal di Aceh;https://www.antaranews.com/berita/1298214/dirut-bpjs-kesehatan-pastikan-pelayanan-kesehatan-maksimal-di-aceh;15 Februari 2020
Legislator minta BPJS Kesehatan permudah prosedur antisipasi COVID-19;https://www.antaranews.com/berita/1294538/legislator-minta-bpjs-kesehatan-permudah-prosedur-antisipasi-covid-19;13 Februari 2020
Gugatan tabungan hari tua pensiunan PNS di tangan BPJS;https://www.antaranews.com/berita/1284794/gugatan-tabungan-hari-tua-pensiunan-pns-di-tangan-bpjs;8 Februari 2020
Gugat ke MK, Purnawirawan TNI tolak pengalihan program Asabri ke BPJS;https://www.antaranews.com/berita/1268145/gugat-ke-mk-purnawirawan-tni-tolak-pengalihan-program-asabri-ke-bpjs;27 Januari 2020
Humaniora kemarin, kenaikan iuran BPJS hingga waspada virus nCov;https://www.antaranews.com/berita/1257808/humaniora-kemarin-kenaikan-iuran-bpjs-hingga-waspada-virus-ncov;21 Januari 2020
DPR minta pemerintah cari solusi kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/berita/1257664/dpr-minta-pemerintah-cari-solusi-kenaikan-iuran-bpjs-kesehatan;20 Januari 2020
Anggota Komisi IX DPR: BPJS Kesehatan memang dirancang defisit;https://www.antaranews.com/berita/1257563/anggota-komisi-ix-dpr-bpjs-kesehatan-memang-dirancang-defisit;20 Januari 2020
Menkes minta kesempatan cari jalan keluar defisit BPJS Kesehatan;https://www.antaranews.com/berita/1257452/menkes-minta-kesempatan-cari-jalan-keluar-defisit-bpjs-kesehatan;20 Januari 2020
Pemerintah didesak F-Gerindra tinjau kenaikan tarif BPJS Kesehatan;https://www.antaranews.com/berita/1253604/pemerintah-didesak-f-gerindra-tinjau-kenaikan-tarif-bpjs-kesehatan;17 Januari 2020
Perbaiki pengelolaan, pengamat sarankan Asabri segera masuk ke BPJS TK;https://www.antaranews.com/berita/1249120/perbaiki-pengelolaan-pengamat-sarankan-asabri-segera-masuk-ke-bpjs-tk;14 Januari 2020
FPKS dorong hak interpelasi-Pansus terkait BPJS Kesehatan;https://www.antaranews.com/berita/1248599/fpks-dorong-hak-interpelasi-pansus-terkait-bpjs-kesehatan;13 Januari 2020
BPJS Kesehatan Tarakan perkenalkan fitur baru di aplikasi Mobile JKN;https://www.antaranews.com/berita/1245620/bpjs-kesehatan-tarakan-perkenalkan-fitur-baru-di-aplikasi-mobile-jkn;11 Januari 2020
Anggota DPR mendorong pembentukan Pansus BPJS Kesehatan;https://www.antaranews.com/berita/1239879/anggota-dpr-mendorong-pembentukan-pansus-bpjs-kesehatan;7 Januari 2020
BPJS Kesehatan targetkan seluruh RS gunakan antrean daring;https://www.antaranews.com/berita/1239347/bpjs-kesehatan-targetkan-seluruh-rs-gunakan-antrean-daring;7 Januari 2020
Legislator minta Menkes terapkan usulan kebijakan tarif BPJS;https://www.antaranews.com/berita/1234712/legislator-minta-menkes-terapkan-usulan-kebijakan-tarif-bpjs;4 Januari 2020
Dirut BPJS Kesehatan pantau registrasi daring di FKTP Purwokerto;https://www.antaranews.com/berita/1233820/dirut-bpjs-kesehatan-pantau-registrasi-daring-di-fktp-purwokerto;3 Januari 2020
BPJS Kesehatan menjadikan RSMS Purwokerto sebagai percontohan;https://www.antaranews.com/berita/1233740/bpjs-kesehatan-menjadikan-rsms-purwokerto-sebagai-percontohan;3 Januari 2020
BPJS Kesehatan Jatim masih miliki hutang Rp2,2 triliun;https://www.antaranews.com/berita/1224859/bpjs-kesehatan-jatim-masih-miliki-hutang-rp22-triliun;26 Desember 2019
BPJS Kesehatan  kerjasama dengan perbankan untuk pembayaran tunggakan rumah sakit;https://www.antaranews.com/video/1217483/bpjs-kesehatan-kerjasama-dengan-perbankan-untuk-pembayaran-tunggakan-rumah-sakit;20 Desember 2019
60 persen warga Batam turun kelas BPJS Kesehatan;https://www.antaranews.com/video/1211879/60-persen-warga-batam-turun-kelas-bpjs-kesehatan;17 Desember 2019
Surplus DJS tutupi selisih kenaikan kelas III BPJS Kesehatan;https://www.antaranews.com/berita/1207039/surplus-djs-tutupi-selisih-kenaikan-kelas-iii-bpjs-kesehatan;13 Desember 2019
Menkes tawarkan tiga alternatif permasalahan BPJS Kesehatan kepada DPR;https://www.antaranews.com/berita/1205996/menkes-tawarkan-tiga-alternatif-permasalahan-bpjs-kesehatan-kepada-dpr;12 Desember 2019
Asosiasi asuransi berencana bantu atasi defisit BPJS Kesehatan;https://www.antaranews.com/berita/1204279/asosiasi-asuransi-berencana-bantu-atasi-defisit-bpjs-kesehatan;11 Desember 2019
BPJSTK Batam Nagoya komitmen bebas korupsi;https://www.antaranews.com/video/1204044/bpjstk-batam-nagoya-komitmen-bebas-korupsi;11 Desember 2019
BPJS Ketenagakerjaan Denpasar kampanyekan nama panggilan BP Jamsostek;https://www.antaranews.com/berita/1199028/bpjs-ketenagakerjaan-denpasar-kampanyekan-nama-panggilan-bp-jamsostek;8 Desember 2019
Jokowi: Pemerintah sudah temukan jurus atasi defisit BPJS Kesehatan;https://www.antaranews.com/berita/1196356/jokowi-pemerintah-sudah-temukan-jurus-atasi-defisit-bpjs-kesehatan;6 Desember 2019
Pemkab Bogor naikkan anggaran untuk PBI BPJS pada APBD 2020;https://www.antaranews.com/berita/1186643/pemkab-bogor-naikkan-anggaran-untuk-pbi-bpjs-pada-apbd-2020;29 November 2019
Presiden Jokowi sidak layanan BPJS Kesehatan di Subang;https://www.antaranews.com/berita/1185640/presiden-jokowi-sidak-layanan-bpjs-kesehatan-di-subang;29 November 2019
BPJS Ketenagakerjaan Jatim gandeng Kejati kejar kepatuhan perusahaan;https://www.antaranews.com/berita/1183280/bpjs-ketenagakerjaan-jatim-gandeng-kejati-kejar-kepatuhan-perusahaan;27 November 2019
BPJS Ketenagakerjaan ubah nama panggilan menjadi BPJAMSOSTEK;https://www.antaranews.com/berita/1178404/bpjs-ketenagakerjaan-ubah-nama-panggilan-menjadi-bpjamsostek;24 November 2019
Menunggak Rp300 miliar, BPJS Kesehatan Padang terapkan SCF;https://www.antaranews.com/video/1177451/menunggak-rp300-miliar-bpjs-kesehatan-padang-terapkan-scf;23 November 2019
Iuran naik, ratusan peserta BPJS Kesehatan Padang turun kelas;https://www.antaranews.com/video/1177327/iuran-naik-ratusan-peserta-bpjs-kesehatan-padang-turun-kelas;23 November 2019
Presiden kembali minta perbaikan tata kelola BPJS Kesehatan;https://www.antaranews.com/video/1174959/presiden-kembali-minta-perbaikan-tata-kelola-bpjs-kesehatan;21 November 2019
Menteri Kesehatan intensifkan koordinasi dengan BPJS Kesehatan;https://www.antaranews.com/berita/1174376/menteri-kesehatan-intensifkan-koordinasi-dengan-bpjs-kesehatan;21 November 2019
Jokowi sebut pemerintah keluarkan Rp115 triliun untuk BPJS Kesehatan;https://www.antaranews.com/berita/1174164/jokowi-sebut-pemerintah-keluarkan-rp115-triliun-untuk-bpjs-kesehatan;21 November 2019
Akibat iuran BPJS naik, dalam sepekan 2.500 peserta pindah kelas;https://www.antaranews.com/berita/1172076/akibat-iuran-bpjs-naik-dalam-sepekan-2500-peserta-pindah-kelas;20 November 2019
BPJS Kesehatan  klarifikasi tunggakan pembayaran  sejumlah rumah sakit;https://www.antaranews.com/berita/1171731/bpjs-kesehatan-klarifikasi-tunggakan-pembayaran-sejumlah-rumah-sakit;20 November 2019
BPJS Ketenagakerjaan perlu lakukan inovasi kelola dana investasi;https://www.antaranews.com/berita/1170835/bpjs-ketenagakerjaan-perlu-lakukan-inovasi-kelola-dana-investasi;19 November 2019
Jokowi sebut BPJS Kesehatan defisit karena salah kelola;https://www.antaranews.com/video/1165187/jokowi-sebut-bpjs-kesehatan-defisit-karena-salah-kelola;15 November 2019
400 warga Padang sudah urus penurunan kelas layanan BPJS Kesehatan;https://www.antaranews.com/berita/1164996/400-warga-padang-sudah-urus-penurunan-kelas-layanan-bpjs-kesehatan;15 November 2019
Tunggakan iuran peserta BPJS Kesehatan di Padang capai Rp100 miliar;https://www.antaranews.com/berita/1164760/tunggakan-iuran-peserta-bpjs-kesehatan-di-padang-capai-rp100-miliar;15 November 2019
Iuran BPJS Kesehatan PBPU-BP kelas III diminta MPR tidak dinaikkan;https://www.antaranews.com/berita/1162111/iuran-bpjs-kesehatan-pbpu-bp-kelas-iii-diminta-mpr-tidak-dinaikkan;13 November 2019
PKS: Atasi defisit BPJS Kesehatan dengan perbaikan manajemen;https://www.antaranews.com/berita/1161567/pks-atasi-defisit-bpjs-kesehatan-dengan-perbaikan-manajemen;13 November 2019
YLKI: Pemegang BPJS Kesehatan jangan diperlakukan diskriminatif;https://www.antaranews.com/berita/1160275/ylki-pemegang-bpjs-kesehatan-jangan-diperlakukan-diskriminatif;12 November 2019
Menkes: Perlu data yang benar untuk subsidi BPJS;https://www.antaranews.com/berita/1157939/menkes-perlu-data-yang-benar-untuk-subsidi-bpjs;11 November 2019
Pegawai non-PNS Yogyakarta tetap dilindungi BPJS Ketenagakerjaan 2020;https://www.antaranews.com/berita/1157836/pegawai-non-pns-yogyakarta-tetap-dilindungi-bpjs-ketenagakerjaan-2020;11 November 2019
Menkeu akan hitung anggaran BPJS Kesehatan setelah terbit PMK baru;https://www.antaranews.com/berita/1157431/menkeu-akan-hitung-anggaran-bpjs-kesehatan-setelah-terbit-pmk-baru;11 November 2019
Humaniora kemarin, masih soal bangkai babi hingga turun kelas BPJS-Kes;https://www.antaranews.com/berita/1155087/humaniora-kemarin-masih-soal-bangkai-babi-hingga-turun-kelas-bpjs-kes;9 November 2019
Demi dorong subsidi bagi BPJS kelas III, Menkes akan keliling;https://www.antaranews.com/berita/1154368/demi-dorong-subsidi-bagi-bpjs-kelas-iii-menkes-akan-keliling;8 November 2019
BPJS-Kes: Cakupan kesehatan Sulut sudah lebih dari 95 persen;https://www.antaranews.com/berita/1154152/bpjs-kes-cakupan-kesehatan-sulut-sudah-lebih-dari-95-persen;8 November 2019
Peserta BPJS mandiri di Kulon Progo mulai menurunkan kelas kepesertaan;https://www.antaranews.com/berita/1153460/peserta-bpjs-mandiri-di-kulon-progo-mulai-menurunkan-kelas-kepesertaan;8 November 2019
DPR desak pemerintah segera selesaikan sisa data PBI BPJS Kesehatan;https://www.antaranews.com/berita/1153432/dpr-desak-pemerintah-segera-selesaikan-sisa-data-pbi-bpjs-kesehatan;8 November 2019
DPR minta iuran BPJS Kesehatan PBPU-BP kelas III tidak dinaikkan;https://www.antaranews.com/berita/1153427/dpr-minta-iuran-bpjs-kesehatan-pbpu-bp-kelas-iii-tidak-dinaikkan;8 November 2019
Iuran BPJS Kesehatan naik demi peningkatan layanan;https://www.antaranews.com/infografik/1152731/iuran-bpjs-kesehatan-naik-demi-peningkatan-layanan;7 November 2019
Iuran BPJS kelas III akan disubsidi;https://www.antaranews.com/berita/1152572/iuran-bpjs-kelas-iii-akan-disubsidi;7 November 2019
Rumah sakit swasta keluhkan keterlambatan pembayaran BPJS Kesehatan;https://www.antaranews.com/berita/1152348/rumah-sakit-swasta-keluhkan-keterlambatan-pembayaran-bpjs-kesehatan;7 November 2019
FEB UI sebut kenaikan iuran BPJS tak berpengaruh besar pada defisit;https://www.antaranews.com/berita/1151688/feb-ui-sebut-kenaikan-iuran-bpjs-tak-berpengaruh-besar-pada-defisit;7 November 2019
Legislator pertanyakan hasil rekomendasi BPKP terhadap BPJS Kesehatan;https://www.antaranews.com/berita/1151364/legislator-pertanyakan-hasil-rekomendasi-bpkp-terhadap-bpjs-kesehatan;6 November 2019
Raker Komisi IX DPR bersama Menkes-BPJS Kesehatan diskors;https://www.antaranews.com/berita/1151328/raker-komisi-ix-dpr-bersama-menkes-bpjs-kesehatan-diskors;6 November 2019
Legislator usulkan subsidi energi dialihkan untuk BPJS Kesehatan;https://www.antaranews.com/berita/1150940/legislator-usulkan-subsidi-energi-dialihkan-untuk-bpjs-kesehatan;6 November 2019
Pernyataan Menkes-Dirut BPJS Kesehatan soal kenaikan iuran diprotes;https://www.antaranews.com/berita/1150580/pernyataan-menkes-dirut-bpjs-kesehatan-soal-kenaikan-iuran-diprotes;6 November 2019
Dirut: BPJS Kesehatan bisa defisit Rp77 triliun pada akhir 2024;https://www.antaranews.com/berita/1149748/dirut-bpjs-kesehatan-bisa-defisit-rp77-triliun-pada-akhir-2024;6 November 2019
Komisi IX DPR minta BPJS Kesehatan gamblang jelaskan permasalahan;https://www.antaranews.com/berita/1149668/komisi-ix-dpr-minta-bpjs-kesehatan-gamblang-jelaskan-permasalahan;6 November 2019
Pemerintah biayai 121.888 warga Biak ikut BPJS Kesehatan;https://www.antaranews.com/berita/1148272/pemerintah-biayai-121888-warga-biak-ikut-bpjs-kesehatan;5 November 2019
Legislator minta BPJS Kesehatan maksimal peserta pekerja penerima upah;https://www.antaranews.com/berita/1148004/legislator-minta-bpjs-kesehatan-maksimal-peserta-pekerja-penerima-upah;5 November 2019
YKP minta pemerintah evaluasi BPJS Kesehatan sebelum naikkan iuran;https://www.antaranews.com/berita/1145112/ykp-minta-pemerintah-evaluasi-bpjs-kesehatan-sebelum-naikkan-iuran;4 November 2019
BPJS Kesehatan: Iuran jaminan kesehatan masih di bawah yang seharusnya;https://www.antaranews.com/berita/1142240/bpjs-kesehatan-iuran-jaminan-kesehatan-masih-di-bawah-yang-seharusnya;1 November 2019
Warga miskin peserta BPJS masih ditanggung pemerintah;https://www.antaranews.com/berita/1139499/warga-miskin-peserta-bpjs-masih-ditanggung-pemerintah;30 Oktober 2019
Iuran BPJS Kesehatan naik 100 persen;https://www.antaranews.com/foto/1138388/iuran-bpjs-kesehatan-naik-100-persen;30 Oktober 2019
Hoaks, BPJS Kesehatan blokir pelanggan yang memiliki kendaraan bermotor lebih dari satu;https://www.antaranews.com/berita/1134404/hoaks-bpjs-kesehatan-blokir-pelanggan-yang-memiliki-kendaraan-bermotor-lebih-dari-satu;27 Oktober 2019
BPJS Ketenagakerjaan gandeng Kajati selesaikan masalah hukum;https://www.antaranews.com/berita/1129163/bpjs-ketenagakerjaan-gandeng-kajati-selesaikan-masalah-hukum;24 Oktober 2019
Ekonom: Jokowi-Ma'ruf perlu evaluasi iuran BPJS dan tarif listrik;https://www.antaranews.com/berita/1122510/ekonom-jokowi-maruf-perlu-evaluasi-iuran-bpjs-dan-tarif-listrik;20 Oktober 2019
PR beban stunting dan BPJS Kesehatan pemerintahan Jokowi-Amin;https://www.antaranews.com/berita/1122304/pr-beban-stunting-dan-bpjs-kesehatan-pemerintahan-jokowi-amin;20 Oktober 2019
Fraksi PKS DPR: Lihat akar masalah defisit keuangan BPJS Kesehatan;https://www.antaranews.com/berita/1117550/fraksi-pks-dpr-lihat-akar-masalah-defisit-keuangan-bpjs-kesehatan;17 Oktober 2019
Ombudsman RI:  Tutup defisit BPJS lewat cukai rokok;https://www.antaranews.com/video/1113324/ombudsman-ri-tutup-defisit-bpjs-lewat-cukai-rokok;15 Oktober 2019
Ikhtiar BPJS Ketenagakerjaan membantu korban PHK;https://www.antaranews.com/berita/1113252/ikhtiar-bpjs-ketenagakerjaan-membantu-korban-phk;15 Oktober 2019
BPJS-TK gandeng LPKN Mataram latih pekerja terkena PHK;https://www.antaranews.com/berita/1113082/bpjs-tk-gandeng-lpkn-mataram-latih-pekerja-terkena-phk;15 Oktober 2019
Rachmat Gobel apresiasi kinerja BPJS Ketenagakerjaan;https://www.antaranews.com/berita/1112530/rachmat-gobel-apresiasi-kinerja-bpjs-ketenagakerjaan;14 Oktober 2019
Legislator soroti dampak rencana kenaikan iuran BPJS Kesehatan;https://www.antaranews.com/berita/1106884/legislator-soroti-dampak-rencana-kenaikan-iuran-bpjs-kesehatan;10 Oktober 2019
Menkominfo dukung integrasi layanan digital BPJS Kesehatan-Halodoc;https://www.antaranews.com/berita/1106054/menkominfo-dukung-integrasi-layanan-digital-bpjs-kesehatan-halodoc;10 Oktober 2019
Legislator: Kenaikan iuran BPJS Kesehatan bebani bukan penerima upah;https://www.antaranews.com/berita/1105584/legislator-kenaikan-iuran-bpjs-kesehatan-bebani-bukan-penerima-upah;10 Oktober 2019
Legislator minta sanksi penunggak iuran BPJS Kesehatan dikaji ulang;https://www.antaranews.com/berita/1105512/legislator-minta-sanksi-penunggak-iuran-bpjs-kesehatan-dikaji-ulang;10 Oktober 2019
BPJS-TK targetkan 198 Desa Sadar Jaminan Sosial Ketenagakerjaan 2019;https://www.antaranews.com/berita/1103566/bpjs-tk-targetkan-198-desa-sadar-jaminan-sosial-ketenagakerjaan-2019;9 Oktober 2019
Legislator: Kenaikan iuran BPJS Kesehatan seharusnya pilihan terakhir;https://www.antaranews.com/berita/1103496/legislator-kenaikan-iuran-bpjs-kesehatan-seharusnya-pilihan-terakhir;9 Oktober 2019
Pemerintah siapkan sanksi publik otomatis untuk penunggak BPJS;https://www.antaranews.com/berita/1101122/pemerintah-siapkan-sanksi-publik-otomatis-untuk-penunggak-bpjs;7 Oktober 2019
BPJS Ketenagakerjaan Jatim genjot kepesertaan BPU;https://www.antaranews.com/berita/1097356/bpjs-ketenagakerjaan-jatim-genjot-kepesertaan-bpu;4 Oktober 2019
BPJS Kesehatan jangan hanya biaya orang sakit, sebut Akkopi;https://www.antaranews.com/berita/1093368/bpjs-kesehatan-jangan-hanya-biaya-orang-sakit-sebut-akkopi;2 Oktober 2019
Menkes katakan perilaku hidup sehat kurangi defisit BPJS Kesehatan;https://www.antaranews.com/berita/1093314/menkes-katakan-perilaku-hidup-sehat-kurangi-defisit-bpjs-kesehatan;2 Oktober 2019
BPJS Ketenagakerjaan bantu korban karhutla lewat ACT;https://www.antaranews.com/berita/1085308/bpjs-ketenagakerjaan-bantu-korban-karhutla-lewat-act;27 September 2019
BPJS Ketenagakerjaan Perak bidik peserta ABK kapal;https://www.antaranews.com/berita/1083468/bpjs-ketenagakerjaan-perak-bidik-peserta-abk-kapal;26 September 2019
Program pensiun jadi daya tarik pekerja swasta pada BPJS-TK;https://www.antaranews.com/berita/1080724/program-pensiun-jadi-daya-tarik-pekerja-swasta-pada-bpjs-tk;25 September 2019
BPJS-TK: Masih ada masyarakat Sulteng yang belum tahu BPJS-TK;https://www.antaranews.com/berita/1073502/bpjs-tk-masih-ada-masyarakat-sulteng-yang-belum-tahu-bpjs-tk;20 September 2019
BPJS-TK santuni peserta padat karya korban bencana di Kabupaten Sigi;https://www.antaranews.com/berita/1073470/bpjs-tk-santuni-peserta-padat-karya-korban-bencana-di-kabupaten-sigi;20 September 2019
BPJS Kesehatan tunggu Presiden soal kepastian kenaikan iuran;https://www.antaranews.com/berita/1073014/bpjs-kesehatan-tunggu-presiden-soal-kepastian-kenaikan-iuran;20 September 2019
BPJS sebut peserta mandiri bisa autodebit bayar iuran;https://www.antaranews.com/berita/1072930/bpjs-sebut-peserta-mandiri-bisa-autodebit-bayar-iuran;20 September 2019
BPJS-TK ajak perbankan peduli pekerja rentan;https://www.antaranews.com/berita/1068338/bpjs-tk-ajak-perbankan-peduli-pekerja-rentan;18 September 2019
